"year","state","state_po","office","candidate","party","candidatevotes","totalvotes","pctfor","lean","enaction"
1994,"Maryland","MD","US Senate","Paul S. Sarbanes","democrat",809125,1369101,0.590990000007304,-0.18202966764322,2010
1994,"Maryland","MD","US Senate","William Brock","republican",559908,1369101,0.408960332364084,-0.18202966764322,2010
1994,"Mississippi","MS","US Senate","Ken Harper","democrat",189752,608085,0.312048480064465,0.375903039871071,1997
1994,"Mississippi","MS","US Senate","Trent Lott","republican",418333,608085,0.687951519935535,0.375903039871071,1997
1994,"Nebraska","NE","US Senate","J. Robert Kerrey","democrat",317297,579205,0.547814677014183,-0.0977702195250386,1994
1994,"Nebraska","NE","US Senate","Jan Stoney","republican",260668,579205,0.450044457489145,-0.0977702195250386,1994
1994,"New Mexico","NM","US Senate","Jeff Bingaman","democrat",249989,463196,0.539704574305478,-0.0798020708296272,2016
1994,"New Mexico","NM","US Senate","Colin R. McMillan","republican",213025,463196,0.45990250347585,-0.0798020708296272,2016
1994,"Ohio","OH","US Senate","Joel Hyatt","democrat",1348213,3436884,0.392277714348229,0.142088880509205,1981
1994,"Ohio","OH","US Senate","Mike DeWine","republican",1836556,3436884,0.534366594857435,0.142088880509205,1981
1994,"Utah","UT","US Senate","Patrick A. Shea","democrat",146938,519304,0.282951797020628,0.405078720749311,2018
1994,"Utah","UT","US Senate","Orrin G. Hatch","republican",357297,519304,0.688030517769938,0.405078720749311,2018
1994,"Vermont","VT","US Senate","Jan Backus","democrat",85868,211672,0.405665369061567,0.0974951812237801,2010
1994,"Vermont","VT","US Senate","James M. Jeffords","republican",106505,211672,0.503160550285347,0.0974951812237801,2010
1994,"Virginia","VA","US Senate","Charles S. Robb","democrat",938376,2057463,0.456084021924088,-0.0272972102049952,2004
1994,"Virginia","VA","US Senate","Oliver L. ""Ollie"" North","republican",882213,2057463,0.428786811719093,-0.0272972102049952,2004
1994,"West Virginia","WV","US Senate","Robert C. Byrd","democrat",290495,420936,0.690116787350096,-0.380233574700192,2013
1994,"West Virginia","WV","US Senate","Stan Klos","republican",130441,420936,0.309883212649904,-0.380233574700192,2013
1996,"Colorado","CO","US Senate","Tom Strickland","democrat",667600,1459601,0.45738527172837,0.0566695966911505,2019
1996,"Colorado","CO","US Senate","Wayne Allard","republican",750315,1459601,0.51405486841952,0.0566695966911505,2019
1996,"Delaware","DE","US Senate","Joseph R. Biden Jr.","democrat",165465,275591,0.600400593633319,-0.219081900352334,2010
1996,"Delaware","DE","US Senate","Raymond J. Clatworthy","republican",105088,275591,0.381318693280985,-0.219081900352334,2010
1996,"Illinois","IL","US Senate","Richard J. Durbin","democrat",2384028,4250722,0.560852485765947,-0.154139461484425,2013
1996,"Illinois","IL","US Senate","Al Salvi","republican",1728824,4250722,0.406713024281522,-0.154139461484425,2013
1996,"Kentucky","KY","US Senate","Steven L. Beshear","democrat",560012,1307046,0.428456228778482,0.126072073974443,2010
1996,"Kentucky","KY","US Senate","Mitch McConnell","republican",724794,1307046,0.554528302752925,0.126072073974443,2010
1996,"Maine","ME","US Senate","Joseph E. Brennan","democrat",266226,606777,0.438754270514538,0.0530606796236509,2004
1996,"Maine","ME","US Senate","Susan M. Collins","republican",298422,606777,0.491814950138189,0.0530606796236509,2004
1996,"Mississippi","MS","US Senate","James W. (Bootie) Hunt","democrat",240647,878662,0.273878920449502,0.436467037381837,1997
1996,"Mississippi","MS","US Senate","Thad Cochran","republican",624154,878662,0.710345957831339,0.436467037381837,1997
1996,"Nebraska","NE","US Senate","Ben Nelson","democrat",281904,661837,0.425941734898472,0.148116530203056,1994
1996,"Nebraska","NE","US Senate","Chuck Hagel","republican",379933,661837,0.574058265101528,0.148116530203056,1994
1996,"New Mexico","NM","US Senate","Art Trujillo","democrat",164356,551821,0.297842959945345,0.349415843181032,2016
1996,"New Mexico","NM","US Senate","Pete V. Domenici","republican",357171,551821,0.647258803126376,0.349415843181032,2016
1996,"North Carolina","NC","US Senate","Harvey B. Gantt","democrat",1173875,2556456,0.45918060001815,0.0672642126443796,2016
1996,"North Carolina","NC","US Senate","Jesse Helms","republican",1345833,2556456,0.52644481266253,0.0672642126443796,2016
1996,"South Carolina","SC","US Senate","Elliot Springs Close","democrat",510951,1161231,0.440008060411753,0.0937866798251166,1997
1996,"South Carolina","SC","US Senate","Strom Thurmond","republican",619859,1161231,0.533794740236869,0.0937866798251166,1997
1996,"Virginia","VA","US Senate","Mark R. Warner","democrat",1115982,2354715,0.47393506220498,0.0508605075348822,2004
1996,"Virginia","VA","US Senate","John W. Warner","republican",1235744,2354715,0.524795569739862,0.0508605075348822,2004
1996,"West Virginia","WV","US Senate","John D. Rockefeller IV","democrat",456526,595614,0.766479632782305,-0.532959265564611,2013
1996,"West Virginia","WV","US Senate","Betty A. Burks","republican",139088,595614,0.233520367217695,-0.532959265564611,2013
1998,"Colorado","CO","US Senate","Dottie Lamm","democrat",464754,1327235,0.350167076666905,0.274718493710609,2019
1998,"Colorado","CO","US Senate","Ben Nighthorse Campbell","republican",829370,1327235,0.624885570377514,0.274718493710609,2019
1998,"Connecticut","CT","US Senate","Christopher J. Dodd","democrat",628306,964457,0.651460873838854,-0.327779258173252,2008
1998,"Connecticut","CT","US Senate","Gary Franks","republican",312177,964457,0.323681615665602,-0.327779258173252,2008
1998,"Illinois","IL","US Senate","Carol Moseley-Braun","democrat",1610496,3394521,0.474439839965639,0.0290306054963277,2013
1998,"Illinois","IL","US Senate","Peter G. Fitzgerald","republican",1709041,3394521,0.503470445461967,0.0290306054963277,2013
1998,"Indiana","IN","US Senate","Evan Bayh","democrat",1012244,1588617,0.637185677856903,-0.289252853267968,1995
1998,"Indiana","IN","US Senate","Paul Helmke","republican",552732,1588617,0.347932824588935,-0.289252853267968,1995
1998,"Kentucky","KY","US Senate","Scotty Baesler","democrat",563051,1145414,0.491569860329977,0.00590703448709379,2010
1998,"Kentucky","KY","US Senate","Jim Bunning","republican",569817,1145414,0.497476894817071,0.00590703448709379,2010
1998,"Maryland","MD","US Senate","Barbara A. Mikulski","democrat",1062810,1507447,0.705039712838992,-0.410079425677984,2010
1998,"Maryland","MD","US Senate","Ross Z. Pierpont","republican",444637,1507447,0.294960287161008,-0.410079425677984,2010
1998,"North Carolina","NC","US Senate","John Edwards","democrat",1029237,2012143,0.511512849732847,-0.0413956662125903,2016
1998,"North Carolina","NC","US Senate","Lauch Faircloth","republican",945943,2012143,0.470117183520257,-0.0413956662125903,2016
1998,"Ohio","OH","US Senate","Mary O. Boyle","democrat",1482054,3404351,0.435341126693458,0.12925606084684,1981
1998,"Ohio","OH","US Senate","George V. Voinovich","republican",1922087,3404351,0.564597187540298,0.12925606084684,1981
1998,"South Carolina","SC","US Senate","Ernest F. Hollings","democrat",563377,1069063,0.526982039412083,-0.0702849130500261,1997
1998,"South Carolina","SC","US Senate","Bob Inglis","republican",488238,1069063,0.456697126362057,-0.0702849130500261,1997
1998,"Utah","UT","US Senate","Scott Leckman","democrat",163172,494909,0.329701015742288,0.310117617582222,2018
1998,"Utah","UT","US Senate","Robert F. Bennett","republican",316652,494909,0.63981863332451,0.310117617582222,2018
1998,"Vermont","VT","US Senate","Patrick J. Leahy","democrat",154567,214036,0.7221542170476,-0.497654600160721,2010
1998,"Vermont","VT","US Senate","Fred H. Tuttle","republican",48051,214036,0.224499616886879,-0.497654600160721,2010
2000,"Connecticut","CT","US Senate","Joseph I. Lieberman","democrat",828902,1311261,0.632141122171711,-0.290426543609548,2008
2000,"Connecticut","CT","US Senate","Phil Giordano","republican",448077,1311261,0.341714578562163,-0.290426543609548,2008
2000,"Delaware","DE","US Senate","Thomas R. Carper","democrat",181566,326993,0.555259592712994,-0.118274703128202,2010
2000,"Delaware","DE","US Senate","William V. Roth, Jr.","republican",142891,326993,0.436984889584792,-0.118274703128202,2010
2000,"Indiana","IN","US Senate","David L. Johnson","democrat",683273,2145209,0.318511156721793,0.347132144233965,1995
2000,"Indiana","IN","US Senate","Richard G. Lugar","republican",1427944,2145209,0.665643300955758,0.347132144233965,1995
2000,"Maine","ME","US Senate","Mark W. Lawrence","democrat",197183,634872,0.310587015965423,0.378825968069154,2004
2000,"Maine","ME","US Senate","Olympia J. Snowe","republican",437689,634872,0.689412984034577,0.378825968069154,2004
2000,"Maryland","MD","US Senate","Paul S. Sarbanes","democrat",1230013,1946898,0.631780915076188,-0.264438609521403,2010
2000,"Maryland","MD","US Senate","Paul H. Rappaport","republican",715178,1946898,0.367342305554785,-0.264438609521403,2010
2000,"Mississippi","MS","US Senate","Troy D. Brown, Sr.","democrat",314090,994144,0.315940145492001,0.342858781021663,1997
2000,"Mississippi","MS","US Senate","Trent Lott","republican",654941,994144,0.658798926513664,0.342858781021663,1997
2000,"Nebraska","NE","US Senate","Ben Nelson","democrat",353093,692350,0.50999205604102,-0.0218328879901784,1994
2000,"Nebraska","NE","US Senate","Don Stenberg","republican",337977,692350,0.488159168050841,-0.0218328879901784,1994
2000,"New Mexico","NM","US Senate","Jeff Bingaman","democrat",363744,589526,0.617010954563497,-0.234471422804083,2016
2000,"New Mexico","NM","US Senate","Bill Redmond","republican",225517,589526,0.382539531759414,-0.234471422804083,2016
2000,"Ohio","OH","US Senate","Ted Celeste","democrat",1595066,4448801,0.358538401695198,0.240614493657954,1981
2000,"Ohio","OH","US Senate","Mike DeWine","republican",2665512,4448801,0.599152895353152,0.240614493657954,1981
2000,"Utah","UT","US Senate","Scott N. Howell","democrat",242569,769704,0.315145822290127,0.340694604679201,2018
2000,"Utah","UT","US Senate","Orrin G. Hatch","republican",504803,769704,0.655840426969328,0.340694604679201,2018
2000,"Vermont","VT","US Senate","Ed Flanagan","democrat",73352,288500,0.254253032928943,0.401320623916811,2010
2000,"Vermont","VT","US Senate","James M. Jeffords","republican",189133,288500,0.655573656845754,0.401320623916811,2010
2000,"Virginia","VA","US Senate","Charles S. Robb","democrat",1296093,2718301,0.47680260574528,0.0457517397815768,2004
2000,"Virginia","VA","US Senate","George F. Allen","republican",1420460,2718301,0.522554345526857,0.0457517397815768,2004
2000,"West Virginia","WV","US Senate","Robert C. Byrd","democrat",469215,603477,0.777519275796758,-0.575962298480307,2013
2000,"West Virginia","WV","US Senate","David T. Gallaher","republican",121635,603477,0.201556977316451,-0.575962298480307,2013
2002,"Colorado","CO","US Senate","Tom Strickland","democrat",648130,1416082,0.457692421766536,0.0492648024620043,2019
2002,"Colorado","CO","US Senate","Wayne Allard","republican",717893,1416082,0.50695722422854,0.0492648024620043,2019
2002,"Delaware","DE","US Senate","Joseph R. Biden Jr.","democrat",135253,232314,0.582199092607419,-0.174160834043579,2010
2002,"Delaware","DE","US Senate","Raymond J. Clatworthy","republican",94793,232314,0.40803825856384,-0.174160834043579,2010
2002,"Illinois","IL","US Senate","Richard J. Durbin","democrat",2103766,3486851,0.603342672227749,-0.223142027003735,2013
2002,"Illinois","IL","US Senate","Jim Durkin","republican",1325703,3486851,0.380200645224014,-0.223142027003735,2013
2002,"Kentucky","KY","US Senate","Lois Combs Weinberg","democrat",399634,1131313,0.35324795171628,0.29350409656744,2010
2002,"Kentucky","KY","US Senate","Mitch McConnell","republican",731679,1131313,0.64675204828372,0.29350409656744,2010
2002,"Maine","ME","US Senate","Chellie Pingree","democrat",209858,504899,0.415643524744553,0.168712950510894,2004
2002,"Maine","ME","US Senate","Susan M. Collins","republican",295041,504899,0.584356475255447,0.168712950510894,2004
2002,"Mississippi","MS","US Senate","Thad Cochran","republican",533269,630495,0.845794177590623,0.261437702335176,1997
2002,"Nebraska","NE","US Senate","Charlie A. Matulka","democrat",70290,480217,0.14637132796215,0.681250351403636,1994
2002,"Nebraska","NE","US Senate","Chuck Hagel","republican",397438,480217,0.827621679365787,0.681250351403636,1994
2002,"New Mexico","NM","US Senate","Gloria Tristani","democrat",168863,483056,0.349572306316452,0.300855387367096,2016
2002,"New Mexico","NM","US Senate","Pete V. Domenici","republican",314193,483056,0.650427693683548,0.300855387367096,2016
2002,"North Carolina","NC","US Senate","Erskine B. Bowles","democrat",1047983,2331181,0.449550249422932,0.0860855506286299,2016
2002,"North Carolina","NC","US Senate","Elizabeth H. Dole","republican",1248664,2331181,0.535635800051562,0.0860855506286299,2016
2002,"South Carolina","SC","US Senate","Alex Sanders","democrat",487359,1102912,0.44188384930076,0.102139608599779,1997
2002,"South Carolina","SC","US Senate","Lindsey O. Graham","republican",600010,1102912,0.54402345790054,0.102139608599779,1997
2002,"Virginia","VA","US Senate","John W. Warner","republican",1229894,1489422,0.825752540247156,0.281729082346617,2004
2002,"West Virginia","WV","US Senate","John D. Rockefeller IV","democrat",275281,436183,0.63111354637847,-0.262227092756939,2013
2002,"West Virginia","WV","US Senate","Jay Wolfe","republican",160902,436183,0.36888645362153,-0.262227092756939,2013
2004,"Colorado","CO","US Senate","Ken Salazar","democrat",1081188,2107472,0.513026033086086,-0.047696956353394,2019
2004,"Colorado","CO","US Senate","Pete Coors","republican",980668,2107472,0.465329076732692,-0.047696956353394,2019
2004,"Connecticut","CT","US Senate","Christopher J. Dodd","democrat",945347,1424726,0.66352898732809,-0.342239841204554,2008
2004,"Connecticut","CT","US Senate","Jack C. Orchulli","republican",457749,1424726,0.321289146123535,-0.342239841204554,2008
2004,"Illinois","IL","US Senate","Barack Obama","democrat",3597456,5141520,0.699687252018858,-0.429204982184257,2013
2004,"Illinois","IL","US Senate","Alan Keyes","republican",1390690,5141520,0.270482269834601,-0.429204982184257,2013
2004,"Indiana","IN","US Senate","Evan Bayh","democrat",1496976,2428233,0.61648779173992,-0.244236446831914,1995
2004,"Indiana","IN","US Senate","Marvin Scott","republican",903913,2428233,0.372251344908005,-0.244236446831914,1995
2004,"Kentucky","KY","US Senate","Daniel Mongiardo","democrat",850855,1724362,0.493431773606702,0.0131364527865958,2010
2004,"Kentucky","KY","US Senate","Jim Bunning","republican",873507,1724362,0.506568226393298,0.0131364527865958,2010
2004,"Maryland","MD","US Senate","Barbara A. Mikulski","democrat",1504691,2321931,0.648034330046845,-0.310791319810968,2010
2004,"Maryland","MD","US Senate","E. J. Pipkin","republican",783055,2321931,0.337243010235877,-0.310791319810968,2010
2004,"North Carolina","NC","US Senate","Erskine Bowles","democrat",1632527,3472082,0.470186764022278,0.0457716724432199,2016
2004,"North Carolina","NC","US Senate","Richard Burr","republican",1791450,3472082,0.515958436465498,0.0457716724432199,2016
2004,"Ohio","OH","US Senate","Eric D. Fingerhut","democrat",1961171,5425823,0.361451341114518,0.27704276383509,1981
2004,"Ohio","OH","US Senate","George V. Voinovich","republican",3464356,5425823,0.638494104949609,0.27704276383509,1981
2004,"South Carolina","SC","US Senate","Inez Tenenbaum","democrat",704384,1597221,0.441005972248048,0.0956555166755258,1997
2004,"South Carolina","SC","US Senate","Jim DeMint","republican",857167,1597221,0.536661488923574,0.0956555166755258,1997
2004,"Utah","UT","US Senate","R. Paul Van Dam","democrat",258955,911726,0.284027218703865,0.403284539433997,2018
2004,"Utah","UT","US Senate","Robert F. Bennett","republican",626640,911726,0.687311758137862,0.403284539433997,2018
2004,"Vermont","VT","US Senate","Patrick J. Leahy","democrat",216972,307208,0.706270670034635,-0.460840863519179,2010
2004,"Vermont","VT","US Senate","Jack McMullen","republican",75398,307208,0.245429806515455,-0.460840863519179,2010
2006,"Connecticut","CT","US Senate","Ned Lamont","democrat",450844,1134777,0.39729744258123,-0.301068844363254,2008
2006,"Connecticut","CT","US Senate","Alan Schlesinger","republican",109198,1134777,0.0962285982179759,-0.301068844363254,2008
2006,"Delaware","DE","US Senate","Thomas R. Carper","democrat",170567,242972,0.702002699899577,-0.414998436033782,2010
2006,"Delaware","DE","US Senate","Jan Ting","republican",69734,242972,0.287004263865795,-0.414998436033782,2010
2006,"Indiana","IN","US Senate","Richard G. Lugar","republican",1171553,1341111,0.873569003609694,0.586564739743899,1995
2006,"Maine","ME","US Senate","Jean M. Hay Bright","democrat",113131,545128,0.207531075270395,0.536507022203959,2004
2006,"Maine","ME","US Senate","Olympia J. Snowe","republican",405596,545128,0.744038097474355,0.536507022203959,2004
2006,"Maryland","MD","US Senate","Benjamin L. Cardin","democrat",965477,1781139,0.542055954083314,-0.100101676511491,2010
2006,"Maryland","MD","US Senate","Michael S. Steele","republican",787182,1781139,0.441954277571823,-0.100101676511491,2010
2006,"Mississippi","MS","US Senate","Erik R. Fleming","democrat",213000,610921,0.348653917609642,0.287105861477998,1997
2006,"Mississippi","MS","US Senate","Trent Lott","republican",388399,610921,0.63575977908764,0.287105861477998,1997
2006,"Nebraska","NE","US Senate","E. Benjamin Nelson","democrat",378388,592316,0.638827922933029,-0.277655845866058,1994
2006,"Nebraska","NE","US Senate","Pete Ricketts","republican",213928,592316,0.361172077066971,-0.277655845866058,1994
2006,"New Mexico","NM","US Senate","Jeff Bingaman","democrat",394365,558550,0.706051383045385,-0.412745501745591,2016
2006,"New Mexico","NM","US Senate","Allen W. McCulloch","republican",163826,558550,0.293305881299794,-0.412745501745591,2016
2006,"Ohio","OH","US Senate","Sherrod Brown","democrat",2257369,4019236,0.561641316906994,-0.123489140722267,1981
2006,"Ohio","OH","US Senate","Mike DeWine","republican",1761037,4019236,0.438152176184728,-0.123489140722267,1981
2006,"Utah","UT","US Senate","Pete Ashdown","democrat",177459,571252,0.31064924061535,0.312959954625979,2018
2006,"Utah","UT","US Senate","Orrin G. Hatch","republican",356238,571252,0.62360919524133,0.312959954625979,2018
2006,"Vermont","VT","US Senate","Bernard Sanders","democrat",171638,262419,0.654060872116729,-0.330441012274264,2010
2006,"Vermont","VT","US Senate","Rich Tarrant","republican",84924,262419,0.323619859842466,-0.330441012274264,2010
2006,"Virginia","VA","US Senate","James H. ""Jim"" Webb, Jr.","democrat",1175606,2370445,0.495943166789358,-0.00393554796673201,2004
2006,"Virginia","VA","US Senate","George Allen","republican",1166277,2370445,0.492007618822626,-0.00393554796673201,2004
2006,"West Virginia","WV","US Senate","Robert C. Byrd","democrat",159154,206562,0.770490216012626,-0.540980432025252,2013
2006,"West Virginia","WV","US Senate","John R. Raese","republican",47408,206562,0.229509783987374,-0.540980432025252,2013
2008,"Colorado","CO","US Senate","Mark Udall","democrat",1230994,2331621,0.527956301645936,-0.103035184534708,2019
2008,"Colorado","CO","US Senate","Bob Schaffer","republican",990755,2331621,0.424921117111229,-0.103035184534708,2019
2008,"Delaware","DE","US Senate","Joseph R. Biden Jr.","democrat",257539,398134,0.646865125811913,-0.293730251623825,2010
2008,"Delaware","DE","US Senate","Christine O'Donnell","republican",140595,398134,0.353134874188087,-0.293730251623825,2010
2008,"Illinois","IL","US Senate","Richard J. Durbin","democrat",3615844,5329884,0.678409511351467,-0.393108555458243,2013
2008,"Illinois","IL","US Senate","Steve Sauerberg","republican",1520621,5329884,0.285300955893224,-0.393108555458243,2013
2008,"Kentucky","KY","US Senate","Bruce Lunsford","democrat",847005,1800821,0.470343804298151,0.0593123914036986,2010
2008,"Kentucky","KY","US Senate","Mitch McConnell","republican",953816,1800821,0.529656195701849,0.0593123914036986,2010
2008,"Maine","ME","US Senate","Thomas H. Allen","democrat",279510,724430,0.385834380133346,0.227475394448049,2004
2008,"Maine","ME","US Senate","Susan M. Collins","republican",444300,724430,0.613309774581395,0.227475394448049,2004
2008,"Mississippi","MS","US Senate","Erik Fleming","democrat",480915,1247026,0.385649537379333,0.163947438188291,1997
2008,"Mississippi","MS","US Senate","Roger F. Wicker","republican",683409,1243473,0.549596975567624,0.163947438188291,1997
2008,"Mississippi","MS","US Senate","Thad Cochran","republican",766111,1247026,0.614350462620667,0.0647534870530432,1997
2008,"Nebraska","NE","US Senate","Scott Kleeb","democrat",317456,792511,0.400569834361921,0.174632276397425,1994
2008,"Nebraska","NE","US Senate","Mike Johanns","republican",455854,792511,0.575202110759346,0.174632276397425,1994
2008,"New Mexico","NM","US Senate","Tom Udall","democrat",505128,823650,0.613279912584229,-0.226559825168458,2016
2008,"New Mexico","NM","US Senate","Steve Pearce","republican",318522,823650,0.386720087415771,-0.226559825168458,2016
2008,"North Carolina","NC","US Senate","Kay Hagan","democrat",2249311,4271970,0.526527808013633,-0.0846918400644199,2016
2008,"North Carolina","NC","US Senate","Elizabeth Dole","republican",1887510,4271970,0.441835967949213,-0.0846918400644199,2016
2008,"South Carolina","SC","US Senate","Bob Conley","democrat",790621,1871431,0.422468688399412,0.152777740670108,1997
2008,"South Carolina","SC","US Senate","Lindsey Graham","republican",1076534,1871431,0.57524642906952,0.152777740670108,1997
2008,"Virginia","VA","US Senate","Mark R. Warner","democrat",2369327,3643294,0.650325502141743,-0.313040067587189,2004
2008,"Virginia","VA","US Senate","James S. ""Jim"" Gilmore III","republican",1228830,3643294,0.337285434554554,-0.313040067587189,2004
2008,"West Virginia","WV","US Senate","John D. Rockefeller IV","democrat",447560,702308,0.637270257493863,-0.274709956315463,2013
2008,"West Virginia","WV","US Senate","Jay Wolfe","republican",254629,702308,0.3625603011784,-0.274709956315463,2013
2010,"Colorado","CO","US Senate","Michael F. Bennet","democrat",851590,1772286,0.480503711026324,-0.016283489233679,2019
2010,"Colorado","CO","US Senate","Ken Buck","republican",822731,1772286,0.464220221792645,-0.016283489233679,2019
2010,"Connecticut","CT","US Senate","Richard Blumenthal","democrat",605204,1153115,0.524842708663056,-0.0926733239963057,2008
2010,"Connecticut","CT","US Senate","Linda E. McMahon","republican",498341,1153115,0.43216938466675,-0.0926733239963057,2008
2010,"Delaware","DE","US Senate","Christopher A. Coons","democrat",174012,307402,0.566073089960378,-0.165773156973605,2010
2010,"Delaware","DE","US Senate","Christine O'Donnell","republican",123053,307402,0.400299932986773,-0.165773156973605,2010
2010,"Illinois","IL","US Senate","Alexander ""Alexi"" Giannoulias","democrat",1719478,3704473,0.464162648776223,0.0159860795314205,2013
2010,"Illinois","IL","US Senate","Mark Steven Kirk","republican",1778698,3704473,0.480148728307643,0.0159860795314205,2013
2010,"Indiana","IN","US Senate","Brad Ellsworth","democrat",697775,1744481,0.399990025686723,0.145797518001056,1995
2010,"Indiana","IN","US Senate","Dan Coats","republican",952116,1744481,0.545787543687779,0.145797518001056,1995
2010,"Kentucky","KY","US Senate","Jack Conway","democrat",600052,1356096,0.442484897824343,0.114780959460097,2010
2010,"Kentucky","KY","US Senate","Rand Paul","republican",755706,1356096,0.55726585728444,0.114780959460097,2010
2010,"Maryland","MD","US Senate","James T. Lynch, Jr.","democrat",84,1833858,4.58050732390403e-05,0.621884028098141,2010
2010,"Maryland","MD","US Senate","Barbara Mikulski","democrat",1140531,1833858,0.62192983317138,-0.264396152810087,2010
2010,"Maryland","MD","US Senate","Eric Wargotz","republican",655666,1833858,0.357533680361293,-0.264396152810087,2010
2010,"North Carolina","NC","US Senate","Elaine Marshall","democrat",1145074,2660079,0.430466162847043,0.117655152346979,2016
2010,"North Carolina","NC","US Senate","Richard Burr","republican",1458046,2660079,0.548121315194022,0.117655152346979,2016
2010,"Ohio","OH","US Senate","Lee Fisher","democrat",1503297,3815098,0.394038894937954,0.174424090809725,1981
2010,"Ohio","OH","US Senate","Rob Portman","republican",2168742,3815098,0.568462985747679,0.174424090809725,1981
2010,"South Carolina","SC","US Senate","Alvin M. Greene","democrat",364598,1318794,0.276463192886834,0.338318948979143,1997
2010,"South Carolina","SC","US Senate","Jim DeMint","republican",810771,1318794,0.614782141865978,0.338318948979143,1997
2010,"Utah","UT","US Senate","Sam F. Granato","democrat",191732,585230,0.327618201390906,0.288213181142457,2018
2010,"Utah","UT","US Senate","Mike Lee","republican",360403,585230,0.615831382533363,0.288213181142457,2018
2010,"Vermont","VT","US Senate","Patrick J. Leahy","democrat",151281,235178,0.643261699648777,-0.334138397299067,2010
2010,"Vermont","VT","US Senate","Len Britton","republican",72699,235178,0.30912330234971,-0.334138397299067,2010
2010,"West Virginia","WV","US Senate","Joe Manchin III","democrat",283358,529948,0.534690196019232,-0.100660819552107,2013
2010,"West Virginia","WV","US Senate","John R. Raese","republican",230013,529948,0.434029376467125,-0.100660819552107,2013
2012,"Connecticut","CT","US Senate","Christopher S. Murphy","democrat",792983,1511764,0.524541528968807,-0.124631886987652,2008
2012,"Connecticut","CT","US Senate","Linda E. McMahon","republican",604569,1511764,0.399909641981156,-0.124631886987652,2008
2012,"Delaware","DE","US Senate","Thomas R. Carper","democrat",265415,399606,0.66419172885292,-0.374656536688638,2010
2012,"Delaware","DE","US Senate","Kevin Wade","republican",115700,399606,0.289535192164282,-0.374656536688638,2010
2012,"Indiana","IN","US Senate","Joe Donnelly","democrat",1281181,2560102,0.50044138866342,-0.0576383284728499,1995
2012,"Indiana","IN","US Senate","Richard E. Mourdock","republican",1133621,2560102,0.442803060190571,-0.0576383284728499,1995
2012,"Maryland","MD","US Senate","Benjamin L. Cardin","democrat",1474028,2633234,0.559778584052917,-0.296493589251848,2010
2012,"Maryland","MD","US Senate","Daniel John Bongino","republican",693291,2633234,0.26328499480107,-0.296493589251848,2010
2012,"Mississippi","MS","US Senate","Albert N. Gore, Jr.","democrat",503467,1241568,0.405509001520658,0.166047288589912,1997
2012,"Mississippi","MS","US Senate","Roger F. Wicker","republican",709626,1241568,0.57155629011057,0.166047288589912,1997
2012,"Nebraska","NE","US Senate","Bob Kerrey","democrat",332979,788572,0.422255672278498,0.155488655443003,1994
2012,"Nebraska","NE","US Senate","Deb Fischer","republican",455593,788572,0.577744327721502,0.155488655443003,1994
2012,"New Mexico","NM","US Senate","Martin Heinrich","democrat",395717,775793,0.510080652957683,-0.0573052347726778,2016
2012,"New Mexico","NM","US Senate","Heather A. Wilson","republican",351260,775793,0.452775418185006,-0.0573052347726778,2016
2012,"Ohio","OH","US Senate","Sherrod Brown","democrat",2762690,5449018,0.507006950610183,-0.0600067755327657,1981
2012,"Ohio","OH","US Senate","Josh Mandel","republican",2435712,5449018,0.447000175077418,-0.0600067755327657,1981
2012,"Utah","UT","US Senate","Scott Howell","democrat",301873,1006901,0.299804052235523,0.353296898106169,2018
2012,"Utah","UT","US Senate","Orrin G. Hatch","republican",657608,1006901,0.653100950341692,0.353296898106169,2018
2012,"Vermont","VT","US Senate","Bernard Sanders","democrat",207848,292762,0.709955527015118,-0.46095463209023,2010
2012,"Vermont","VT","US Senate","John MacGovern","republican",72898,292762,0.249000894924888,-0.46095463209023,2010
2012,"Virginia","VA","US Senate","Timothy M. Kaine","democrat",2010067,3802196,0.52865949046288,-0.0590514008220512,2004
2012,"Virginia","VA","US Senate","George F. Allen","republican",1785542,3802196,0.469608089640829,-0.0590514008220512,2004
2012,"West Virginia","WV","US Senate","Joe Manchin III","democrat",399898,660202,0.605720673369666,-0.241003511046619,2013
2012,"West Virginia","WV","US Senate","John R. Raese","republican",240787,660202,0.364717162323047,-0.241003511046619,2013
2014,"Colorado","CO","US Senate","Mark Udall","democrat",944203,2041058,0.462604688352805,0.01944481734473,2019
2014,"Colorado","CO","US Senate","Cory Gardner","republican",983891,2041058,0.482049505697535,0.01944481734473,2019
2014,"Delaware","DE","US Senate","Christopher A. Coons","democrat",130655,234038,0.558264042591374,-0.136012100599048,2010
2014,"Delaware","DE","US Senate","Kevin Wade","republican",98823,234038,0.422251941992326,-0.136012100599048,2010
2014,"Illinois","IL","US Senate","Richard J. Durbin","democrat",1929637,3603519,0.535486839392272,-0.108536960676494,2013
2014,"Illinois","IL","US Senate","James D. ""Jim"" Oberweis","republican",1538522,3603519,0.426949878715778,-0.108536960676494,2013
2014,"Kentucky","KY","US Senate","Alison Lundergan Grimes","democrat",584698,1435868,0.407208740636326,0.154672295782063,2010
2014,"Kentucky","KY","US Senate","Mich McConnell","republican",806787,1435868,0.561881036418389,0.154672295782063,2010
2014,"Maine","ME","US Senate","Shenna Bellows","democrat",190254,616996,0.308355321590416,0.361835408981582,2004
2014,"Maine","ME","US Senate","Susan M. Collins","republican",413505,616996,0.670190730571997,0.361835408981582,2004
